ID_name,block,color,condition,correct_keyboard_response,number,practice,response_keyboard_response,response_time_keyboard_response,subject_nr
Menimano,0,red,dot,0,9,yes,rshift,383,1
Menimano,0,red,dot,1,6,yes,lshift,437,1
Menimano,0,red,dot,1,7,yes,lshift,367,1
Menimano,0,blue,dot,1,7,yes,rshift,386,1
Menimano,0,red,dot,1,3,yes,lshift,316,1
Menimano,0,blue,dot,1,4,yes,rshift,522,1
Menimano,0,red,dot,1,2,yes,lshift,272,1
Menimano,0,blue,dot,1,6,yes,rshift,369,1
Menimano,0,red,dot,1,4,yes,lshift,280,1
Menimano,0,blue,dot,1,8,yes,rshift,321,1
Menimano,0,red,dot,1,8,yes,lshift,237,1
Menimano,0,blue,dot,1,1,yes,rshift,319,1
Menimano,0,blue,dot,1,2,yes,rshift,422,1
Menimano,0,blue,dot,1,9,yes,rshift,351,1
Menimano,0,red,dot,1,1,yes,lshift,350,1
Menimano,0,blue,dot,1,3,yes,rshift,336,1
Menimano,1,red,dot,1,4,no,lshift,427,1
Menimano,1,blue,dot,1,1,no,rshift,326,1
Menimano,1,red,dot,1,4,no,lshift,299,1
Menimano,1,blue,dot,1,8,no,rshift,320,1
Menimano,1,blue,dot,1,4,no,rshift,357,1
Menimano,1,red,dot,1,8,no,lshift,373,1
Menimano,1,blue,dot,1,4,no,rshift,264,1
Menimano,1,red,dot,1,6,no,lshift,266,1
Menimano,1,blue,dot,0,7,no,lshift,319,1
Menimano,1,blue,dot,1,8,no,rshift,401,1
Menimano,1,blue,dot,1,9,no,rshift,338,1
Menimano,1,blue,dot,1,2,no,rshift,303,1
Menimano,1,red,dot,1,8,no,lshift,316,1
Menimano,1,red,dot,1,4,no,lshift,350,1
Menimano,1,blue,dot,1,1,no,rshift,246,1
Menimano,1,red,dot,1,1,no,lshift,328,1
Menimano,1,blue,dot,1,8,no,rshift,353,1
Menimano,1,red,dot,1,6,no,lshift,450,1
Menimano,1,blue,dot,1,9,no,rshift,264,1
Menimano,1,red,dot,1,7,no,lshift,275,1
Menimano,1,blue,dot,1,1,no,rshift,355,1
Menimano,1,blue,dot,1,6,no,rshift,368,1
Menimano,1,blue,dot,1,8,no,rshift,444,1
Menimano,1,red,dot,1,8,no,lshift,334,1
Menimano,1,red,dot,1,4,no,lshift,367,1
Menimano,1,blue,dot,1,4,no,rshift,307,1
Menimano,1,blue,dot,1,1,no,rshift,412,1
Menimano,1,blue,dot,1,9,no,rshift,354,1
Menimano,1,blue,dot,1,1,no,rshift,353,1
Menimano,1,blue,dot,1,4,no,rshift,335,1
Menimano,1,blue,dot,1,9,no,rshift,220,1
Menimano,1,red,dot,1,4,no,lshift,334,1
Menimano,1,red,dot,1,2,no,lshift,348,1
Menimano,1,blue,dot,1,1,no,rshift,422,1
Menimano,1,red,dot,1,3,no,lshift,361,1
Menimano,1,red,dot,1,2,no,lshift,565,1
Menimano,1,blue,dot,1,2,no,rshift,265,1
Menimano,1,blue,dot,1,4,no,rshift,383,1
Menimano,1,blue,dot,1,7,no,rshift,324,1
Menimano,1,red,dot,1,3,no,lshift,326,1
Menimano,1,red,dot,1,2,no,lshift,381,1
Menimano,1,blue,dot,1,7,no,rshift,386,1
Menimano,1,red,dot,1,3,no,lshift,373,1
Menimano,1,red,dot,1,8,no,lshift,464,1
Menimano,1,blue,dot,1,2,no,rshift,383,1
Menimano,1,blue,dot,1,8,no,rshift,412,1
Menimano,1,red,dot,1,2,no,lshift,302,1
Menimano,1,blue,dot,1,6,no,rshift,358,1
Menimano,1,blue,dot,1,9,no,rshift,354,1
Menimano,1,red,dot,1,7,no,lshift,369,1
Menimano,1,red,dot,1,1,no,lshift,400,1
Menimano,1,blue,dot,1,3,no,rshift,366,1
Menimano,1,red,dot,1,4,no,lshift,379,1
Menimano,1,red,dot,1,4,no,lshift,442,1
Menimano,1,blue,dot,1,2,no,rshift,349,1
Menimano,1,blue,dot,1,6,no,rshift,434,1
Menimano,1,red,dot,1,3,no,lshift,359,1
Menimano,1,red,dot,1,3,no,lshift,357,1
Menimano,1,red,dot,1,9,no,lshift,390,1
Menimano,1,blue,dot,1,3,no,rshift,332,1
Menimano,1,red,dot,1,9,no,lshift,391,1
Menimano,1,red,dot,1,1,no,lshift,374,1
Menimano,1,red,dot,1,9,no,lshift,298,1
Menimano,1,blue,dot,1,6,no,rshift,344,1
Menimano,1,blue,dot,1,8,no,rshift,421,1
Menimano,1,red,dot,1,9,no,lshift,357,1
Menimano,1,red,dot,1,3,no,lshift,379,1
Menimano,1,blue,dot,1,4,no,rshift,359,1
Menimano,1,blue,dot,1,9,no,rshift,422,1
Menimano,1,red,dot,1,6,no,lshift,347,1
Menimano,1,red,dot,1,1,no,lshift,366,1
Menimano,1,red,dot,1,1,no,lshift,317,1
Menimano,1,red,dot,1,7,no,lshift,328,1
Menimano,1,blue,dot,1,2,no,rshift,375,1
Menimano,1,blue,dot,1,9,no,rshift,335,1
Menimano,1,red,dot,1,9,no,lshift,408,1
Menimano,1,blue,dot,1,4,no,rshift,389,1
Menimano,1,blue,dot,1,3,no,rshift,415,1
Menimano,1,blue,dot,1,3,no,rshift,315,1
Menimano,1,red,dot,1,2,no,lshift,338,1
Menimano,1,red,dot,1,1,no,lshift,311,1
Menimano,1,blue,dot,1,8,no,rshift,375,1
Menimano,1,red,dot,1,7,no,lshift,370,1
Menimano,1,blue,dot,1,1,no,rshift,367,1
Menimano,1,red,dot,1,3,no,lshift,342,1
Menimano,1,blue,dot,1,1,no,rshift,460,1
Menimano,1,red,dot,1,9,no,lshift,376,1
Menimano,1,red,dot,1,6,no,lshift,394,1
Menimano,1,blue,dot,1,4,no,rshift,399,1
Menimano,1,red,dot,1,9,no,lshift,286,1
Menimano,1,red,dot,1,6,no,lshift,371,1
Menimano,1,blue,dot,1,2,no,rshift,370,1
Menimano,1,red,dot,1,3,no,lshift,310,1
Menimano,1,blue,dot,1,9,no,rshift,375,1
Menimano,1,red,dot,1,9,no,lshift,345,1
Menimano,1,red,dot,1,6,no,lshift,410,1
Menimano,1,red,dot,1,1,no,lshift,341,1
Menimano,1,blue,dot,1,7,no,rshift,428,1
Menimano,1,blue,dot,1,6,no,rshift,547,1
Menimano,1,red,dot,1,1,no,lshift,355,1
Menimano,1,red,dot,1,8,no,lshift,366,1
Menimano,1,red,dot,1,7,no,lshift,340,1
Menimano,1,blue,dot,1,6,no,rshift,356,1
Menimano,1,blue,dot,1,7,no,rshift,446,1
Menimano,1,blue,dot,1,7,no,rshift,425,1
Menimano,1,red,dot,1,1,no,lshift,325,1
Menimano,1,blue,dot,1,8,no,rshift,358,1
Menimano,1,blue,dot,1,4,no,rshift,336,1
Menimano,1,red,dot,1,4,no,lshift,386,1
Menimano,1,red,dot,1,7,no,lshift,337,1
Menimano,1,blue,dot,1,7,no,rshift,547,1
Menimano,1,blue,dot,1,2,no,rshift,293,1
Menimano,1,red,dot,1,8,no,lshift,382,1
Menimano,1,blue,dot,1,9,no,rshift,357,1
Menimano,1,blue,dot,1,6,no,rshift,434,1
Menimano,1,red,dot,1,7,no,lshift,383,1
Menimano,1,blue,dot,1,3,no,rshift,331,1
Menimano,1,red,dot,1,4,no,lshift,418,1
Menimano,1,blue,dot,1,6,no,rshift,351,1
Menimano,1,blue,dot,1,3,no,rshift,355,1
Menimano,1,red,dot,1,8,no,lshift,354,1
Menimano,1,red,dot,1,6,no,lshift,364,1
Menimano,1,red,dot,1,9,no,lshift,351,1
Menimano,1,blue,dot,1,4,no,rshift,379,1
Menimano,1,red,dot,0,7,no,rshift,375,1
Menimano,1,blue,dot,1,3,no,rshift,332,1
Menimano,1,blue,dot,1,8,no,rshift,514,1
Menimano,1,blue,dot,1,6,no,rshift,383,1
Menimano,1,red,dot,1,2,no,lshift,338,1
Menimano,1,red,dot,1,3,no,lshift,391,1
Menimano,1,red,dot,1,8,no,lshift,616,1
Menimano,1,blue,dot,1,1,no,rshift,456,1
Menimano,1,blue,dot,1,2,no,rshift,381,1
Menimano,1,blue,dot,1,8,no,rshift,368,1
