ID_name,block,color,condition,correct_keyboard_response,number,practice,response_keyboard_response,response_time_keyboard_response,subject_nr
konvexbujocska,0,blue,arab,1,6,yes,lshift,853,0
konvexbujocska,0,blue,arab,1,8,yes,lshift,501,0
konvexbujocska,0,red,arab,1,3,yes,rshift,445,0
konvexbujocska,0,red,arab,1,7,yes,rshift,594,0
konvexbujocska,0,blue,arab,1,7,yes,lshift,591,0
konvexbujocska,0,red,arab,1,9,yes,rshift,467,0
konvexbujocska,0,blue,arab,1,3,yes,lshift,499,0
konvexbujocska,0,blue,arab,1,9,yes,lshift,446,0
konvexbujocska,0,red,arab,1,4,yes,rshift,407,0
konvexbujocska,0,blue,arab,1,1,yes,lshift,474,0
konvexbujocska,0,blue,arab,1,4,yes,lshift,453,0
konvexbujocska,0,red,arab,1,1,yes,rshift,649,0
konvexbujocska,0,red,arab,1,2,yes,rshift,453,0
konvexbujocska,0,red,arab,1,8,yes,rshift,421,0
konvexbujocska,0,red,arab,1,6,yes,rshift,528,0
konvexbujocska,0,blue,arab,1,2,yes,lshift,421,0
konvexbujocska,1,red,arab,1,1,no,rshift,473,0
konvexbujocska,1,blue,arab,1,8,no,lshift,432,0
konvexbujocska,1,red,arab,1,4,no,rshift,407,0
konvexbujocska,1,blue,arab,1,9,no,lshift,393,0
konvexbujocska,1,red,arab,1,2,no,rshift,454,0
konvexbujocska,1,red,arab,1,2,no,rshift,388,0
konvexbujocska,1,blue,arab,1,6,no,lshift,453,0
konvexbujocska,1,blue,arab,1,6,no,lshift,478,0
konvexbujocska,1,blue,arab,1,9,no,lshift,437,0
konvexbujocska,1,blue,arab,1,8,no,lshift,437,0
konvexbujocska,1,red,arab,1,3,no,rshift,435,0
konvexbujocska,1,blue,arab,1,7,no,lshift,457,0
konvexbujocska,1,blue,arab,1,1,no,lshift,431,0
konvexbujocska,1,blue,arab,1,3,no,lshift,448,0
konvexbujocska,1,red,arab,1,6,no,rshift,343,0
konvexbujocska,1,red,arab,1,7,no,rshift,442,0
konvexbujocska,1,red,arab,1,3,no,rshift,424,0
konvexbujocska,1,red,arab,1,3,no,rshift,372,0
konvexbujocska,1,red,arab,1,1,no,rshift,389,0
konvexbujocska,1,blue,arab,1,6,no,lshift,5064,0
konvexbujocska,1,red,arab,1,7,no,rshift,495,0
konvexbujocska,1,blue,arab,1,3,no,lshift,731,0
konvexbujocska,1,red,arab,1,9,no,rshift,622,0
konvexbujocska,1,red,arab,1,2,no,rshift,481,0
konvexbujocska,1,red,arab,1,6,no,rshift,463,0
konvexbujocska,1,blue,arab,1,3,no,lshift,454,0
konvexbujocska,1,red,arab,1,6,no,rshift,435,0
konvexbujocska,1,red,arab,1,4,no,rshift,411,0
konvexbujocska,1,red,arab,1,9,no,rshift,390,0
konvexbujocska,1,blue,arab,1,7,no,lshift,451,0
konvexbujocska,1,red,arab,1,3,no,rshift,412,0
konvexbujocska,1,blue,arab,1,7,no,lshift,462,0
konvexbujocska,1,red,arab,1,8,no,rshift,436,0
konvexbujocska,1,red,arab,1,9,no,rshift,704,0
konvexbujocska,1,red,arab,1,8,no,rshift,369,0
konvexbujocska,1,blue,arab,1,2,no,lshift,442,0
konvexbujocska,1,red,arab,1,9,no,rshift,484,0
konvexbujocska,1,red,arab,1,2,no,rshift,353,0
konvexbujocska,1,red,arab,1,2,no,rshift,404,0
konvexbujocska,1,red,arab,1,2,no,rshift,367,0
konvexbujocska,1,blue,arab,1,9,no,lshift,416,0
konvexbujocska,1,red,arab,1,7,no,rshift,379,0
konvexbujocska,1,blue,arab,1,2,no,lshift,513,0
konvexbujocska,1,red,arab,1,1,no,rshift,397,0
konvexbujocska,1,red,arab,1,3,no,rshift,372,0
konvexbujocska,1,blue,arab,1,4,no,lshift,435,0
konvexbujocska,1,blue,arab,1,3,no,lshift,380,0
konvexbujocska,1,red,arab,1,6,no,rshift,443,0
konvexbujocska,1,red,arab,1,9,no,rshift,364,0
konvexbujocska,1,red,arab,1,1,no,rshift,398,0
konvexbujocska,1,blue,arab,1,6,no,lshift,461,0
konvexbujocska,1,blue,arab,1,7,no,lshift,542,0
konvexbujocska,1,blue,arab,1,4,no,lshift,426,0
konvexbujocska,1,blue,arab,1,3,no,lshift,466,0
konvexbujocska,1,blue,arab,1,9,no,lshift,438,0
konvexbujocska,1,red,arab,1,2,no,rshift,2407,0
konvexbujocska,1,red,arab,1,1,no,rshift,487,0
konvexbujocska,1,red,arab,1,8,no,rshift,490,0
konvexbujocska,1,blue,arab,1,1,no,lshift,916,0
konvexbujocska,1,red,arab,1,2,no,rshift,477,0
konvexbujocska,1,red,arab,1,7,no,rshift,527,0
konvexbujocska,1,red,arab,1,8,no,rshift,523,0
konvexbujocska,1,blue,arab,1,8,no,lshift,523,0
konvexbujocska,1,red,arab,1,9,no,rshift,508,0
konvexbujocska,1,blue,arab,1,6,no,lshift,520,0
konvexbujocska,1,red,arab,1,2,no,rshift,503,0
konvexbujocska,1,red,arab,1,3,no,rshift,449,0
konvexbujocska,1,blue,arab,1,2,no,lshift,501,0
konvexbujocska,1,red,arab,1,7,no,rshift,569,0
konvexbujocska,1,blue,arab,1,1,no,lshift,553,0
konvexbujocska,1,blue,arab,1,4,no,lshift,556,0
konvexbujocska,1,red,arab,1,7,no,rshift,538,0
konvexbujocska,1,red,arab,1,4,no,rshift,433,0
konvexbujocska,1,blue,arab,1,1,no,lshift,469,0
konvexbujocska,1,blue,arab,1,1,no,lshift,453,0
konvexbujocska,1,blue,arab,1,4,no,lshift,668,0
konvexbujocska,1,red,arab,1,8,no,rshift,490,0
konvexbujocska,1,blue,arab,1,3,no,lshift,507,0
konvexbujocska,1,red,arab,1,4,no,rshift,531,0
konvexbujocska,1,red,arab,1,1,no,rshift,428,0
konvexbujocska,1,blue,arab,1,1,no,lshift,462,0
konvexbujocska,1,blue,arab,1,8,no,lshift,629,0
konvexbujocska,1,blue,arab,1,7,no,lshift,471,0
konvexbujocska,1,blue,arab,1,4,no,lshift,598,0
konvexbujocska,1,red,arab,1,4,no,rshift,449,0
konvexbujocska,1,blue,arab,1,2,no,lshift,421,0
konvexbujocska,1,blue,arab,1,2,no,lshift,456,0
konvexbujocska,1,blue,arab,1,9,no,lshift,386,0
konvexbujocska,1,blue,arab,1,6,no,lshift,432,0
konvexbujocska,1,red,arab,1,2,no,rshift,471,0
konvexbujocska,1,red,arab,1,4,no,rshift,899,0
konvexbujocska,1,blue,arab,1,7,no,lshift,802,0
konvexbujocska,1,blue,arab,1,7,no,lshift,421,0
konvexbujocska,1,red,arab,1,7,no,rshift,509,0
konvexbujocska,1,red,arab,1,7,no,rshift,515,0
konvexbujocska,1,red,arab,1,9,no,rshift,431,0
konvexbujocska,1,red,arab,1,9,no,rshift,358,0
konvexbujocska,1,blue,arab,1,2,no,lshift,479,0
konvexbujocska,1,blue,arab,1,9,no,lshift,469,0
konvexbujocska,1,blue,arab,1,9,no,lshift,393,0
konvexbujocska,1,blue,arab,1,7,no,lshift,445,0
konvexbujocska,1,red,arab,1,1,no,rshift,426,0
konvexbujocska,1,blue,arab,1,4,no,lshift,664,0
konvexbujocska,1,blue,arab,1,7,no,lshift,476,0
konvexbujocska,1,blue,arab,1,4,no,lshift,456,0
konvexbujocska,1,red,arab,1,3,no,rshift,415,0
konvexbujocska,1,blue,arab,1,3,no,lshift,492,0
konvexbujocska,1,red,arab,1,9,no,rshift,526,0
konvexbujocska,1,red,arab,1,8,no,rshift,412,0
konvexbujocska,1,blue,arab,1,9,no,lshift,447,0
konvexbujocska,1,red,arab,1,1,no,rshift,487,0
konvexbujocska,1,blue,arab,1,4,no,lshift,468,0
konvexbujocska,1,blue,arab,1,1,no,lshift,476,0
konvexbujocska,1,blue,arab,1,8,no,lshift,483,0
konvexbujocska,1,red,arab,1,6,no,rshift,419,0
konvexbujocska,1,red,arab,1,3,no,rshift,424,0
konvexbujocska,1,red,arab,1,9,no,rshift,408,0
konvexbujocska,1,red,arab,1,4,no,rshift,366,0
konvexbujocska,1,blue,arab,1,7,no,lshift,464,0
konvexbujocska,1,blue,arab,1,3,no,lshift,481,0
konvexbujocska,1,red,arab,1,6,no,rshift,383,0
konvexbujocska,1,red,arab,1,4,no,rshift,391,0
konvexbujocska,1,red,arab,1,1,no,rshift,380,0
konvexbujocska,1,blue,arab,1,2,no,lshift,446,0
konvexbujocska,1,blue,arab,1,6,no,lshift,663,0
konvexbujocska,1,blue,arab,1,1,no,lshift,395,0
konvexbujocska,1,blue,arab,1,9,no,lshift,489,0
konvexbujocska,1,red,arab,1,1,no,rshift,428,0
konvexbujocska,1,blue,arab,1,4,no,lshift,467,0
konvexbujocska,1,blue,arab,1,4,no,lshift,466,0
konvexbujocska,1,blue,arab,1,3,no,lshift,404,0
konvexbujocska,1,blue,arab,1,1,no,lshift,392,0
konvexbujocska,1,blue,arab,1,9,no,lshift,404,0
konvexbujocska,1,blue,arab,1,2,no,lshift,2308,0
konvexbujocska,1,red,arab,1,8,no,rshift,480,0
konvexbujocska,1,blue,arab,1,2,no,lshift,518,0
konvexbujocska,1,red,arab,1,7,no,rshift,454,0
konvexbujocska,1,red,arab,1,6,no,rshift,498,0
konvexbujocska,1,red,arab,1,4,no,rshift,386,0
konvexbujocska,1,red,arab,1,3,no,rshift,388,0
konvexbujocska,1,red,arab,1,8,no,rshift,419,0
konvexbujocska,1,blue,arab,1,8,no,lshift,771,0
konvexbujocska,1,red,arab,1,8,no,rshift,672,0
konvexbujocska,1,blue,arab,1,6,no,lshift,489,0
konvexbujocska,1,red,arab,1,7,no,rshift,572,0
konvexbujocska,1,blue,arab,1,8,no,lshift,540,0
konvexbujocska,1,blue,arab,1,3,no,lshift,602,0
konvexbujocska,1,red,arab,1,8,no,rshift,563,0
konvexbujocska,1,blue,arab,1,8,no,lshift,602,0
konvexbujocska,1,blue,arab,1,8,no,lshift,392,0
konvexbujocska,1,red,arab,1,6,no,rshift,473,0
konvexbujocska,1,blue,arab,1,1,no,lshift,497,0
konvexbujocska,1,blue,arab,1,6,no,lshift,571,0
konvexbujocska,1,red,arab,1,4,no,rshift,1096,0
konvexbujocska,1,red,arab,1,6,no,rshift,457,0
konvexbujocska,1,blue,arab,1,6,no,lshift,447,0
konvexbujocska,1,blue,arab,1,8,no,lshift,483,0
konvexbujocska,1,red,arab,1,3,no,rshift,489,0
konvexbujocska,1,blue,arab,1,2,no,lshift,516,0
konvexbujocska,1,red,arab,1,6,no,rshift,494,0
konvexbujocska,2,red,arab,1,4,no,rshift,555,0
konvexbujocska,2,blue,arab,1,6,no,lshift,505,0
konvexbujocska,2,red,arab,1,3,no,rshift,665,0
konvexbujocska,2,red,arab,1,2,no,rshift,411,0
konvexbujocska,2,blue,arab,1,2,no,lshift,493,0
