ID_name,block,color,condition,correct_keyboard_response,number,practice,response_keyboard_response,response_time_keyboard_response,subject_nr
Villám,0,red,dot,1,7,yes,lshift,608,1
Villám,0,red,dot,1,8,yes,lshift,509,1
Villám,0,blue,dot,1,3,yes,rshift,284,1
Villám,0,blue,dot,1,2,yes,rshift,310,1
Villám,0,red,dot,1,3,yes,lshift,1187,1
Villám,0,blue,dot,1,4,yes,rshift,322,1
Villám,0,blue,dot,1,1,yes,rshift,334,1
Villám,0,blue,dot,1,7,yes,rshift,291,1
Villám,0,blue,dot,1,6,yes,rshift,437,1
Villám,0,red,dot,1,1,yes,lshift,603,1
Villám,0,blue,dot,1,9,yes,rshift,344,1
Villám,0,blue,dot,1,8,yes,rshift,256,1
Villám,0,red,dot,1,2,yes,lshift,352,1
Villám,0,red,dot,1,9,yes,lshift,378,1
Villám,0,red,dot,1,4,yes,lshift,367,1
Villám,0,red,dot,1,6,yes,lshift,2123,1
Villám,1,blue,dot,1,4,no,rshift,542,1
Villám,1,red,dot,1,3,no,lshift,358,1
Villám,1,red,dot,1,8,no,lshift,582,1
Villám,1,blue,dot,1,8,no,rshift,403,1
Villám,1,blue,dot,1,4,no,rshift,581,1
Villám,1,red,dot,1,9,no,lshift,355,1
Villám,1,blue,dot,1,2,no,rshift,346,1
Villám,1,red,dot,1,3,no,lshift,774,1
Villám,1,red,dot,1,2,no,lshift,356,1
Villám,1,red,dot,1,6,no,lshift,348,1
Villám,1,red,dot,1,7,no,lshift,372,1
Villám,1,blue,dot,1,7,no,rshift,332,1
Villám,1,red,dot,1,4,no,lshift,367,1
Villám,1,blue,dot,1,7,no,rshift,350,1
Villám,1,blue,dot,1,1,no,rshift,292,1
Villám,1,red,dot,1,9,no,lshift,407,1
Villám,1,blue,dot,1,3,no,rshift,350,1
Villám,1,red,dot,1,6,no,lshift,392,1
Villám,1,blue,dot,1,4,no,rshift,316,1
Villám,1,blue,dot,1,6,no,rshift,322,1
Villám,1,blue,dot,1,1,no,rshift,356,1
Villám,1,red,dot,1,6,no,lshift,346,1
Villám,1,blue,dot,1,1,no,rshift,291,1
Villám,1,blue,dot,1,1,no,rshift,275,1
Villám,1,blue,dot,1,4,no,rshift,319,1
Villám,1,red,dot,1,2,no,lshift,309,1
Villám,1,blue,dot,1,2,no,rshift,322,1
Villám,1,blue,dot,1,9,no,rshift,274,1
Villám,1,red,dot,1,7,no,lshift,400,1
Villám,1,blue,dot,1,6,no,rshift,331,1
Villám,1,blue,dot,1,7,no,rshift,338,1
Villám,1,blue,dot,1,9,no,rshift,363,1
Villám,1,red,dot,1,2,no,lshift,591,1
Villám,1,blue,dot,1,9,no,rshift,348,1
Villám,1,blue,dot,1,3,no,rshift,276,1
Villám,1,blue,dot,1,3,no,rshift,268,1
Villám,1,red,dot,1,9,no,lshift,355,1
Villám,1,blue,dot,1,6,no,rshift,460,1
Villám,1,blue,dot,1,6,no,rshift,309,1
Villám,1,red,dot,1,9,no,lshift,249,1
Villám,1,red,dot,1,7,no,lshift,377,1
Villám,1,blue,dot,1,4,no,rshift,381,1
Villám,1,red,dot,0,3,no,rshift,266,1
Villám,1,blue,dot,1,8,no,rshift,278,1
Villám,1,red,dot,1,6,no,lshift,266,1
Villám,1,blue,dot,1,6,no,rshift,298,1
Villám,1,red,dot,1,7,no,lshift,433,1
Villám,1,blue,dot,1,3,no,rshift,290,1
Villám,1,red,dot,1,3,no,lshift,498,1
Villám,1,red,dot,1,9,no,lshift,275,1
Villám,1,red,dot,1,9,no,lshift,387,1
Villám,1,red,dot,1,7,no,lshift,390,1
Villám,1,red,dot,0,4,no,rshift,205,1
Villám,1,blue,dot,1,8,no,rshift,293,1
Villám,1,blue,dot,1,3,no,rshift,295,1
Villám,1,blue,dot,1,7,no,rshift,294,1
Villám,1,red,dot,1,7,no,lshift,362,1
Villám,1,red,dot,1,2,no,lshift,451,1
Villám,1,blue,dot,0,7,no,lshift,272,1
Villám,1,red,dot,1,8,no,lshift,384,1
Villám,1,red,dot,1,8,no,lshift,405,1
Villám,1,red,dot,1,4,no,lshift,366,1
Villám,1,blue,dot,1,1,no,rshift,276,1
Villám,1,red,dot,1,6,no,lshift,328,1
Villám,1,blue,dot,0,3,no,lshift,504,1
Villám,1,blue,dot,1,6,no,rshift,302,1
Villám,1,blue,dot,1,9,no,rshift,306,1
Villám,1,red,dot,1,2,no,lshift,345,1
Villám,1,red,dot,1,8,no,lshift,339,1
Villám,1,red,dot,0,8,no,rshift,321,1
Villám,1,blue,dot,1,8,no,rshift,334,1
Villám,1,red,dot,1,1,no,lshift,355,1
Villám,1,red,dot,1,4,no,lshift,317,1
Villám,1,red,dot,1,8,no,lshift,380,1
Villám,1,red,dot,1,6,no,lshift,376,1
Villám,1,red,dot,1,1,no,lshift,560,1
Villám,1,blue,dot,1,2,no,rshift,358,1
Villám,1,blue,dot,1,3,no,rshift,316,1
Villám,1,red,dot,1,8,no,lshift,350,1
Villám,1,blue,dot,1,3,no,rshift,366,1
Villám,1,blue,dot,1,7,no,rshift,355,1
Villám,1,blue,dot,1,8,no,rshift,509,1
Villám,1,blue,dot,1,6,no,rshift,309,1
Villám,1,blue,dot,1,8,no,rshift,300,1
Villám,1,blue,dot,1,2,no,rshift,308,1
Villám,1,blue,dot,1,1,no,rshift,262,1
Villám,1,red,dot,1,1,no,lshift,289,1
Villám,1,red,dot,1,9,no,lshift,464,1
Villám,1,blue,dot,1,9,no,rshift,400,1
Villám,1,red,dot,1,3,no,lshift,397,1
Villám,1,blue,dot,1,2,no,rshift,362,1
Villám,1,red,dot,1,2,no,lshift,309,1
Villám,1,blue,dot,0,8,no,lshift,244,1
Villám,1,red,dot,1,7,no,lshift,321,1
Villám,1,blue,dot,1,2,no,rshift,510,1
Villám,1,red,dot,1,6,no,lshift,563,1
Villám,1,red,dot,1,6,no,lshift,321,1
Villám,1,blue,dot,1,9,no,rshift,353,1
Villám,1,blue,dot,1,7,no,rshift,358,1
Villám,1,blue,dot,1,8,no,rshift,339,1
Villám,1,blue,dot,1,9,no,rshift,302,1
Villám,1,blue,dot,1,4,no,rshift,246,1
Villám,1,blue,dot,1,7,no,rshift,275,1
Villám,1,blue,dot,1,7,no,rshift,414,1
Villám,1,red,dot,1,1,no,lshift,396,1
Villám,1,blue,dot,1,8,no,rshift,374,1
Villám,1,red,dot,1,3,no,lshift,326,1
Villám,1,red,dot,1,4,no,lshift,488,1
Villám,1,red,dot,1,1,no,lshift,416,1
Villám,1,blue,dot,1,2,no,rshift,660,1
Villám,1,blue,dot,1,1,no,rshift,265,1
Villám,1,red,dot,1,3,no,lshift,374,1
Villám,1,red,dot,1,1,no,lshift,368,1
Villám,1,blue,dot,1,7,no,rshift,700,1
Villám,1,red,dot,1,1,no,lshift,433,1
Villám,1,blue,dot,1,6,no,rshift,317,1
Villám,1,red,dot,1,9,no,lshift,358,1
Villám,1,red,dot,1,9,no,lshift,581,1
Villám,1,red,dot,1,1,no,lshift,377,1
Villám,1,blue,dot,1,6,no,rshift,277,1
Villám,1,blue,dot,1,4,no,rshift,295,1
Villám,1,blue,dot,1,1,no,rshift,426,1
Villám,1,red,dot,1,6,no,lshift,389,1
Villám,1,red,dot,1,9,no,lshift,321,1
Villám,1,red,dot,1,7,no,lshift,376,1
Villám,1,blue,dot,1,2,no,rshift,422,1
Villám,1,blue,dot,1,2,no,rshift,615,1
Villám,1,blue,dot,1,3,no,rshift,323,1
Villám,1,red,dot,1,4,no,lshift,365,1
Villám,1,blue,dot,1,4,no,rshift,287,1
Villám,1,red,dot,1,4,no,lshift,363,1
Villám,1,red,dot,1,2,no,lshift,338,1
